subject,window,window_index,status,status_name,label_major,phase,t_start_sec,t_end_sec,major_ratio,subject_total_duration_sec,task4_duration_sec,bvp_missing_ratio,acc_missing_ratio,missing_flag,flatline_flag,clipping_ratio,clipping_flag,n_peaks,peak_sparse_flag,ibi_pass_ratio,valid_beat_ratio,ibi_plausibility,ibi_mean_sec,median_template_corr,notch_foot_peak_detectability,acc_diff_mean,acc_diff_exceed_ratio,acc_diff_flag,psd_corr_x,psd_corr_y,psd_corr_z,psd_corr_mag,psd_corr_max,psd_corr_flag,motion_score_raw,motion_score,SQI_stress_basic,SQI_stress_morph,hard_reject,motion_threshold_subject_p80,qc_relaxed_pass,TPV0,TPV1,TPV2,TPV3,TPV4,TPV5,TPV6,TPV7,TPV8,TPV9,TPV10,TPV11,TPV12,TPV13,TPV14,TPV15,TPV16,TPV17,TPV18,TPV19,TPV20,TPV21,TPV22,TPV23,TPV24,TPV25,TPV26,TPV27,TPV28,TPV29,TPV30,TPV31
subject_01,window1,1,0,normal,0,Rest1,0.0,60.0,1.0,2505.0,585.0,0.0,0.0,0,0,0.0375,0,9,0,0.875,0.5,0.875,7.0625,0.7230099450933263,0.84128338098526,0.7016353607177734,0.6951537258989057,1,0.8015447447905688,0.7405190468402403,0.7004959257679255,-0.3920370653984372,0.8015447447905688,0,1.0155315399169922,1.0,0.491902983527998,-0.2839266684803534,1,1.0,0,0.07679341733455658,0.06978831440210342,0.08625703305006027,0.07769329100847244,0.009463619440793991,0.0108474837616086,0.043393999338150024,0.0001262272708117962,0.005720095708966255,0.009826957248151302,1.688931941986084,1.964368224143982,0.32690680027008057,0.007309323642402887,0.05575576424598694,1.9050062894821167,3.314039945602417,0.3703007996082306,0.007667024154216051,0.06395699083805084,2.006316661834717,3.7973814010620117,44.0,0.043393999338150024,0.037749022245407104,343.74951171875,3.2407915592193604,1.620861530303955,0.010855679400265217,0.5605127811431885,0.00011766790703404695,0.009118031710386276
subject_01,window2,2,0,normal,0,Rest1,60.0,120.0,1.0,2505.0,585.0,0.0,0.0,0,0,0.029166666666666667,0,20,0,1.0,0.6842105263157895,1.0,2.8684210526315788,0.45194009369569127,0.812085747718811,0.832238495349884,0.7561229807191245,1,0.666622063068728,0.6917015343424361,0.6661541103618257,-0.3968233343443932,0.6917015343424361,0,1.5473744869232178,1.0,0.5092662386350232,-0.27873038175163756,1,1.0,0,0.18772853910923004,0.14235365390777588,0.20801763236522675,0.15252023935317993,0.020289093255996704,0.022878045216202736,0.09549489617347717,0.0002648383378982544,0.01362340897321701,0.024225089699029922,1.8276175260543823,2.9449570178985596,0.6410710215568542,0.028743021190166473,0.14070944488048553,1.4627366065979004,1.820107102394104,0.6765766143798828,0.035089243203401566,0.1590479165315628,1.2984232902526855,1.0785125494003296,47.0,0.09549489617347717,0.09401878714561462,360.564453125,3.330977439880371,1.8320472240447998,0.022805478423833847,0.5500555634498596,0.0005234049749560654,0.043947458267211914
subject_01,window3,3,0,normal,0,Rest1,120.0,180.0,1.0,2505.0,585.0,0.0,0.0,0,0,0.029166666666666667,0,12,0,0.7272727272727273,0.5454545454545454,0.7272727272727273,4.954545454545454,0.3722811755999955,0.8199878931045532,0.47045665979385376,0.5737363210005211,1,0.5104653533874504,0.24705038557398368,0.5526579974468011,-0.44752310366983744,0.5526579974468011,0,0.5603705644607544,0.5603705644607544,0.4192836598702869,0.04678761180629187,1,1.0,0,0.18010668456554413,0.11894344538450241,0.20647533237934113,0.12954431772232056,0.0263686403632164,0.03231542184948921,0.14659355580806732,3.7614256143569946e-05,0.015457604080438614,0.034121785312891006,2.1894075870513916,4.953255653381348,0.46031954884529114,0.05027564987540245,0.1293284147977829,0.9820218682289124,-0.31498605012893677,0.5087329149246216,0.05881595239043236,0.153818279504776,0.8238445520401001,-0.6088261604309082,38.0,0.14659355580806732,0.1285836100578308,3896.251220703125,3.0500104427337646,1.9640259742736816,0.0312359482049942,0.5767068266868591,0.0010442864149808884,0.0661044791340828
subject_01,window4,4,1,stress,1,Task1,180.0,240.0,1.0,2505.0,585.0,0.0,0.0,0,0,0.03333333333333333,0,24,0,1.0,0.782608695652174,1.0,2.2934782608695654,0.6487731885408612,0.7395767569541931,2.5729470252990723,0.9171443460135488,1,0.6511507723299791,0.6374290849857828,0.5823236058586962,-0.36201936770434234,0.6511507723299791,0,3.1777241230010986,1.0,0.607675434823128,-0.21812990493058426,1,1.0,0,0.22783297300338745,0.15350355207920074,0.2639494836330414,0.16735900938510895,0.036116503179073334,0.03877141326665878,0.15134352445602417,0.0006261169910430908,0.02208705246448517,0.04236689582467079,1.4556894302368164,1.22310471534729,0.8088288307189941,0.05987038463354111,0.1787237524986267,2.0301804542541504,4.301492691040039,0.9169349074363708,0.06746439635753632,0.2196279615163803,1.877934455871582,4.0473737716674805,55.0,0.15134352445602417,0.14478109776973724,241.7137908935547,3.5024681091308594,1.6467398405075073,0.040165744721889496,0.5459479093551636,0.0015032225055620074,0.15441933274269104
subject_01,window5,5,1,stress,1,Task1,240.0,300.0,1.0,2505.0,585.0,0.0,0.0,0,0,0.029166666666666667,0,21,0,1.0,0.8,1.0,2.75,0.4096295606852352,0.9949055910110474,1.8529787063598633,0.8832725377800938,1,0.5147117955890149,0.5571109784952996,0.5471744203413725,-0.35478708605626424,0.5571109784952996,0,2.288879871368408,1.0,0.5428888682055707,-0.20886621207592937,1,1.0,0,0.23587478697299957,0.255552738904953,0.27031612396240234,0.29133981466293335,0.034441348165273666,0.04628092423081398,0.25324881076812744,0.0005498304963111877,0.018495403230190277,0.03014294244349003,2.953366756439209,10.253043174743652,1.5412368774414062,0.05736606568098068,0.14737942814826965,3.618636131286621,14.69676685333252,1.7944856882095337,0.05791589617729187,0.16507753729820251,3.7685561180114746,16.17207908630371,40.0,0.25324881076812744,0.1288154125213623,460.5859680175781,3.078749895095825,0.9705191254615784,0.04084166884422302,0.5780933499336243,0.0021419241093099117,0.1331252157688141
subject_01,window6,6,1,stress,1,Task1,300.0,360.0,1.0,2505.0,585.0,0.0,0.0,0,0,0.0375,0,14,0,1.0,0.46153846153846156,1.0,3.8846153846153846,0.836809606077062,0.7182058990001678,0.9456955790519714,0.7561229807191245,1,0.2167074206322405,0.45403912044352773,0.4056356609150822,0.24462430013092754,0.45403912044352773,0,1.5505162477493286,1.0,0.5356582664385032,-0.27278458526915406,1,1.0,0,0.1661396324634552,0.11658667773008347,0.19871263206005096,0.15196110308170319,0.032572995871305466,0.041921503841876984,0.24066162109375,0.0004654228687286377,0.01806981861591339,0.03443697839975357,3.013218402862549,11.489880561828613,0.781762957572937,0.022299274802207947,0.13873988389968872,3.4219231605529785,15.107980728149414,1.022424578666687,0.030503392219543457,0.16072684526443481,3.7447426319122314,17.096765518188477,44.0,0.24066162109375,0.12138491868972778,517.070556640625,3.2009308338165283,1.3573521375656128,0.03795037791132927,0.5693039298057556,0.001757412450388074,0.12401014566421509
subject_01,window7,7,1,stress,1,Task1,360.0,420.0,1.0,2505.0,585.0,0.0,0.0,0,0,0.029166666666666667,0,18,0,1.0,0.7058823529411765,1.0,3.161764705882353,0.35360470217598483,0.5919967293739319,1.4812297821044922,0.8738926524231371,1,0.664669263704011,0.6614168969167065,0.646947439376162,-0.6673612984198216,0.664669263704011,0,1.9827995300292969,1.0,0.4884343518292661,-0.3518349362301678,1,1.0,0,0.2685284912586212,0.2594284117221832,0.3009280860424042,0.2722356915473938,0.03239959478378296,0.03520142659544945,0.1416015923023224,0.0008902996778488159,0.019608691334724426,0.018218666315078735,1.70993173122406,2.090653896331787,1.5650382041931152,0.029311785474419594,0.19005954265594482,3.258850336074829,12.043447494506836,1.6244667768478394,0.033596936613321304,0.2360037863254547,3.1065969467163086,10.818799018859863,45.0,0.1416015923023224,0.13322383165359497,159.04757690429688,3.326854705810547,1.2266576290130615,0.034866053611040115,0.5261061787605286,0.0012391404015943408,0.10299932956695557
subject_01,window8,8,1,stress,1,Task1,420.0,480.0,1.0,2505.0,585.0,0.0,0.0,0,0,0.025,0,19,0,1.0,0.6666666666666666,1.0,3.263888888888889,0.3998745443065267,0.7395720481872559,0.9545824527740479,0.8650338718082334,1,0.5981470310217496,0.6263244271371939,0.6110791473326599,-0.30253875533866476,0.6263244271371939,0,1.2362651824951172,1.0,0.4866290299586248,-0.31513835187655437,1,1.0,0,0.17392249405384064,0.22197270393371582,0.1968979388475418,0.23421527445316315,0.022975454106926918,0.023023778572678566,0.10207384824752808,0.0002349168062210083,0.016754217445850372,0.021252773702144623,1.6163917779922485,2.2599384784698486,1.1214215755462646,0.02655640058219433,0.10788544267416,3.2532308101654053,9.632037162780762,1.1898092031478882,0.02939477562904358,0.13182109594345093,3.1752285957336426,9.17145824432373,41.0,0.10207384824752808,0.08148054778575897,434.49212646484375,3.2849490642547607,0.9375662803649902,0.023787975311279297,0.5050559639930725,0.0005300944321788847,0.04337660223245621
subject_01,window9,9,1,stress,1,Task1,480.0,540.0,1.0,2505.0,585.0,0.0,0.0,0,0,0.03333333333333333,0,13,0,1.0,0.75,1.0,4.3125,0.6429693669318973,0.5998980402946472,0.7336149215698242,0.7159979155810318,1,0.6927426004127931,0.6532770047681092,0.6571641471017543,-0.6382094162953236,0.6927426004127931,0,1.0258615016937256,1.0,0.5928908100795692,-0.26428314819336385,1,1.0,0,0.1677548736333847,0.06765158474445343,0.19348707795143127,0.0773492306470871,0.025732209905982018,0.021367663517594337,0.1094965934753418,0.0013690590858459473,0.02070818468928337,0.024624552577733994,1.55476975440979,2.924506664276123,0.48704174160957336,0.09436029940843582,0.1492510735988617,2.1847329139709473,6.991827487945557,0.5451641082763672,0.10087255388498306,0.175639346241951,1.9600995779037476,5.703889846801758,56.0,0.1094965934753418,0.08361993730068207,79.97886657714844,3.7197177410125732,1.5610195398330688,0.022573811933398247,0.4307968318462372,0.0004565770213957876,0.06264851987361908
subject_01,window10,10,1,stress,1,Task1,540.0,600.0,1.0,2505.0,585.0,0.0,0.0,0,0,0.029166666666666667,0,20,0,1.0,0.6842105263157895,1.0,3.026315789473684,0.4205906119564201,0.6933822929859161,1.209604263305664,0.7649817613340282,1,0.515330480427318,0.5072845849161224,0.3038860119987842,-0.4873048686981935,0.515330480427318,0,1.7182961702346802,1.0,0.4998613941132418,-0.3162436158696791,1,1.0,0,0.20818057656288147,0.2811976373195648,0.24245965480804443,0.34168851375579834,0.034279078245162964,0.06538659334182739,0.45281410217285156,4.773586988449097e-05,0.016627054661512375,0.023737266659736633,5.286588668823242,30.669984817504883,2.0781028270721436,0.0567510686814785,0.1503731906414032,5.869150161743164,36.13570785522461,2.530916929244995,0.066119484603405,0.16354727745056152,5.994552135467529,37.2608642578125,50.0,0.45281410217285156,0.11291766166687012,9483.837890625,3.0980064868927,0.619920551776886,0.043328940868377686,0.6193626523017883,0.004275406710803509,0.27252310514450073
